punkt_id;kartleggingsenhet
ID0507_15;V1-C-5
ID0507_26;V3-C-2
ID0507_24;V1-C-5
ID0507_33;V1-C-7
ID0573_15;T4-C-5
ID0573_26;V1-C-5
ID0573_35;V1-C-5
ID0573_46;T3-C-2
ID0573_55;T2-C-1
ID0573_44;T1-C-1
ID0507_53;V1-C-5
ID0507_64;V1-C-5
ID0507_66;V1-C-6
ID0507_55;T2-C-2
ID0507_44;V1-C-5
ID0507_46;V1-C-5
ID0507_35;T2-C-2
ID0094_53;T3-C-2
ID0094_51;T3-C-2
ID0094_62;T3-C-2
ID0094_64;T3-C-2
ID0094_55;V1-C-5
ID0094_66;T3-C-2
ID0094_46;V1-C-8
ID1138_62;NA
ID1138_51;NA
ID1138_53;NA
ID1138_42;NA
ID1138_31;NA
ID1138_33;NA
ID1138_22;NA
ID1138_11;NA
ID1138_13;NA
ID1138_64;V1-C-5
ID1138_66;T3-C-2
ID0928_53;T27-C-1
ID0928_64;T1-C-4
ID0928_46;T1-C-4
ID0928_24;T1-C-4
ID0978_42;T4-C-13
ID0978_51;T4-C-5
ID0978_62;V1-C-5
ID0978_53;V1-C-5
ID0978_44;V1-C-5
ID0978_33;T4-C-5
ID0978_24;V1-C-5
ID0978_13;T4-C-5
ID0978_15;T4-C-5
ID0978_26;V1-C-6
ID0928_22;T1-C-4
ID0928_35;T27-C-1
ID0928_44;T7-C-3
ID0978_64;V1-C-6
ID0978_66;V1-C-3
ID0978_55;T4-C-9
ID0978_46;V1-C-6
ID0978_35;V1-C-1
ID0590_15;T1-C-6
ID0590_26;V6-C-7
ID0590_11;T3-C-7
ID0928_26;T1-C-4
ID0657_24;T7-C-7
ID0657_13;T27-C-3
ID0657_33;T27-C-3
ID0657_53;T27-C-3
ID0657_64;T7-C-6
ID0657_44;T7-C-6
ID0657_15;T3-C-7
ID0657_35;T7-C-6
ID0657_55;T7-C-6
ID0657_66;T3-C-7
ID0657_46;T7-C-13
ID0657_26;T3-C-7
ID0660_64;T27-C-4
ID0660_62;T7-C-10
ID0660_55;T7-C-8
ID0660_46;T7-C-9
ID0660_44;T7-C-9
ID0660_26;T1-C-12
ID0660_15;T7-C-7
ID1138_24;NA
ID0540_11;T7-C-4
ID0540_31;T27-C-2
ID0626_64;T3-C-3
ID0540_42;T3-C-3
ID0909_33;V1-C-1
ID0626_62;T7-C-3
ID0540_33;T3-C-2
ID0909_53;V1-C-1
ID0326_53;T32-C-5
ID0909_44;T4-C-5
ID0540_22;T27-C-2
ID0626_51;I1-C-1
ID0626_31;T7-C-3
ID0540_13;T3-C-3
ID0523_11;T4-C-5
ID0523_22;T4-C-9
ID0523_31;T4-C-5
ID0523_33;V1-C-5
ID0523_42;V1-C-5
ID0523_62;T35-C-2
ID0523_46;V1-C-5
ID0523_55;V1-C-5
ID0523_64;T4-C-5
ID0523_66;T4-C-5
ID0326_33;V1-C-7
ID0909_13;V1-C-5
ID0626_53;T7-C-3
ID0909_22;T4-C-5
ID0626_66;I1-C-1
ID0626_42;T7-C-3
ID0626_55;T14-C-1
ID0909_42;V1-C-5
ID0909_51;T3-C-1
ID0326_44;T4-C-18
ID0909_62;T4-C-5
ID0909_31;V1-C-5
ID0909_11;V1-C-5
ID0706_11;T3-C-1
ID0706_22;V1-C-5
ID0706_31;NA
ID0706_51;NA
ID0706_62;NA
ID0706_33;T3-C-1
ID0706_64;T3-C-2
ID0706_42;T1-C-1
ID0706_53;T7-C-1
ID0706_13;V1-C-1
ID0523_51;V1-C-5
ID0523_53;V1-C-1
ID0523_44;V1-C-1
ID0523_35;V1-C-1
ID0523_26;V1-C-1
ID0523_15;V1-C-5
ID0523_24;V1-C-1
ID0523_13;T4-C-5
ID0706_46;T3-C-2
ID0706_26;T3-C-2
ID0706_35;T1-C-2
ID0706_44;V1-C-5
ID0706_15;T1-C-2
ID0706_24;T3-C-1
ID0706_55;V1-C-5
ID0706_66;T3-C-1
ID0790_46;NA
ID0790_35;NA
ID1138_46;T3-C-2
ID1138_26;T3-C-2
ID1138_15;V1-C-5
ID1138_35;V1-C-1
ID1138_44;V1-C-5
ID1138_55;V1-C-5
ID0621_11;T14-C-1
ID0621_22;T27-C-1
ID0621_13;T27-C-1
ID0928_55;T1-C-11
ID0928_66;T1-C-4
ID0928_51;T3-C-2
ID0928_31;I1-C-1
ID0928_33;T1-C-4
ID0928_15;F4-C-10
ID0928_13;T7-C-2
ID0928_11;T1-C-4
ID0928_42;T1-C-4
ID1087_66;T4-C-5
ID1087_15;V1-C-5
ID1087_26;T4-C-5
ID1087_46;T4-C-5
ID1087_35;T4-C-9
ID1087_24;T4-C-5
ID1087_13;T4-C-5
ID1087_11;T4-C-2
ID1087_22;T4-C-2
ID1087_33;T4-C-5
ID1087_44;T4-C-5
ID1087_55;T4-C-5
ID1087_64;T4-C-17
ID1087_53;T4-C-2
ID1087_42;T4-C-8
ID1087_62;T32-C-10
ID1087_51;V2-C-1
ID1087_31;T4-C-1
ID0590_33;T14-C-1
ID0590_35;NA
ID0590_46;V1-C-5
ID0590_66;T7-C-6
ID0590_64;V1-C-7
ID0590_53;T3-C-8
ID0590_62;T3-C-9
ID0590_51;T3-C-8
ID0590_42;T3-C-9
ID0590_31;T3-C-2
ID0590_22;T3-C-10
ID0590_13;V1-C-7
ID0590_24;T3-C-5
ID0590_44;T7-C-6
ID0590_55;T3-C-5
ID1246_26;T3-C-13
ID1246_15;T3-C-2
ID1246_24;T3-C-1
ID1246_13;T3-C-2
ID1246_22;T3-C-13
ID1246_11;T3-C-2
ID1246_31;T3-C-1
ID1246_46;V1-C-1
ID0909_15;T3-C-2
ID0540_15;T3-C-1
ID0626_44;T14-C-1
ID0909_24;T3-C-2
ID0540_24;T27-C-1
ID0584_51;T4-C-9
ID0584_62;T43-C-1
ID0626_35;T3-C-5
ID0584_53;T4-C-2
ID0909_35;V1-C-5
ID0540_26;T3-C-4
ID0626_24;T14-C-1
ID0909_55;T4-C-5
ID0540_35;T7-C-5
ID0909_64;T4-C-1
ID0626_33;T3-C-5
ID0540_44;T7-C-2
ID0584_66;T4-C-1
ID0909_66;V1-C-5
ID0182_15;T4-C-1
ID0326_46;T4-C-1
ID1423_62;T4-C-5
ID0584_55;T4-C-2
ID1423_53;V1-C-5
ID0540_53;T3-C-4
ID0584_46;T4-C-1
ID0909_46;V2-C-2
ID0540_62;T14-C-1
ID0584_35;T4-C-1
ID0626_22;T3-C-8
ID1423_44;V1-C-5
ID0540_51;T1-C-1
ID0584_26;T4-C-1
ID0909_26;V2-C-2
ID0584_15;T4-C-5
ID0584_24;T4-C-1
ID1423_35;V2-C-1
ID0540_64;T3-C-1
ID0626_11;T7-C-2
ID0326_55;T4-C-5
ID0584_13;T4-C-5
ID1423_24;V1-C-1
ID0540_66;T27-C-2
ID0584_11;T4-C-1
ID0540_55;T3-C-3
ID0626_13;T3-C-7
ID1423_15;V1-C-6
ID0182_42;T4-C-1
ID0540_46;V1-C-5
ID0584_22;T4-C-13
ID1423_26;T3-C-2
ID0326_66;V1-C-1
ID1423_46;T4-C-5
ID0182_31;V1-C-5
ID0182_51;T4-C-5
ID1423_55;V1-C-5
ID1423_66;V1-C-5
ID0182_62;T13-C-1
ID0182_24;T27-C-1
ID0182_22;V1-C-1
ID0626_26;T3-C-7
ID0626_46;I1-C-1
ID0182_64;T4-C-1
ID1423_64;V1-C-5
ID0182_53;T4-C-1
ID0182_13;T4-C-1
ID0182_11;NA
ID0626_15;T7-C-6
ID1246_42;T3-C-13
ID1246_33;T3-C-2
ID0790_62;T4-C-9
ID0790_64;T4-C-9
ID1246_44;T3-C-2
ID0790_66;T4-C-9
ID0790_55;V2-C-1
ID0790_53;T4-C-9
ID0790_51;T2-C-2
ID0790_42;T4-C-5
ID0790_44;T4-C-9
ID0790_33;T4-C-9
ID0790_31;T4-C-9
ID0790_22;T4-C-5
ID1246_35;T3-C-13
ID0790_11;T4-C-9
ID0790_13;T4-C-9
ID0790_26;T4-C-9
ID0790_15;T4-C-5
ID0790_24;T4-C-9
ID0655_31;V1-C-6
ID0655_42;T4-C-5
ID0655_51;T4-C-1
ID0655_62;T4-C-2
ID0655_53;T4-C-1
ID0655_64;T4-C-1
ID0655_55;T4-C-18
ID0655_66;T4-C-1
ID0655_46;T16-C-2
ID0655_26;T14-C-1
ID0655_15;T3-C-2
ID0655_35;T27-C-1
ID0655_24;T4-C-1
ID0655_13;T16-C-1
ID0655_44;T4-C-1
ID0655_33;T4-C-18
ID0655_22;T4-C-2
ID0655_11;T4-C-1
ID0740_46;T3-C-2
ID0740_66;T3-C-2
ID0740_55;T3-C-1
ID0740_64;T4-C-1
ID0740_62;V1-C-5
ID0740_51;T4-C-17
ID0740_53;T4-C-2
ID0740_42;T4-C-5
ID0740_31;V1-C-5
ID0740_11;T4-C-2
ID0740_13;T27-C-1
ID0740_15;T4-C-5
ID0340_11;V2-C-1
ID0340_22;V2-C-1
ID0340_13;T27-C-1
ID0340_24;V1-C-2
ID0340_15;V1-C-2
ID0340_26;V1-C-1
ID0340_46;V2-C-1
ID0340_35;V2-C-2
ID0340_44;V2-C-1
ID0340_33;V3-C-2
ID0340_66;T4-C-5
ID0340_55;V2-C-1
ID0340_64;V2-C-1
ID0340_53;V1-C-1
ID0340_62;V2-C-1
ID0340_51;V1-C-1
ID0340_31;V2-C-1
ID0340_42;V1-C-5
ID1195_26;NA
ID1195_15;NA
ID1195_13;NA
ID1195_11;NA
ID1195_22;NA
ID1195_31;NA
ID0584_64;T4-C-1
ID1246_66;T3-C-13
ID0182_35;V1-C-5
ID0182_26;V1-C-5
ID0182_46;T4-C-1
ID0182_66;T4-C-1
ID1423_11;T4-C-5
ID1423_22;T4-C-5
ID0182_55;T4-C-1
ID0182_44;T4-C-5
ID1423_31;T4-C-5
ID0182_33;V1-C-5
ID1423_51;T4-C-5
ID1423_42;T4-C-5
ID1423_33;T4-C-5
ID1423_13;V1-C-5
ID0621_15;T27-C-1
ID0621_26;T27-C-1
ID0621_35;T27-C-1
ID0621_46;T27-C-1
ID0621_55;T27-C-1
ID0621_66;T27-C-1
ID0621_64;T27-C-1
ID0621_53;T27-C-1
ID0621_62;T3-C-2
ID0621_42;T27-C-1
ID0621_33;T27-C-1
ID0621_24;T27-C-1
ID0621_44;T27-C-1
ID0621_51;T27-C-1
ID0621_31;T27-C-1
ID0740_26;V1-C-5
ID0740_24;T3-C-2
ID0740_22;T3-C-2
ID0740_33;V1-C-5
ID0740_44;T4-C-1
ID0740_35;V1-C-5
ID1195_51;T37-C-2
ID1195_62;T4-C-5
ID1195_64;T4-C-5
ID1195_66;T35-C-1
ID1195_55;T4-C-5
ID1195_53;T4-C-5
ID1195_42;V2-C-1
ID1195_33;T4-C-9
ID1195_44;T4-C-5
ID1195_24;T4-C-5
ID1195_35;T4-C-2
ID1195_46;T4-C-3
ID0337_15;T4-C-5
ID0337_26;T4-C-5
ID0337_24;T4-C-5
ID0337_22;T4-C-13
ID0337_11;T4-C-5
ID0337_31;T4-C-5
ID0337_42;T4-C-9
ID0337_33;T4-C-5
ID0337_44;V1-C-5
ID0337_35;V1-C-6
ID0337_46;V1-C-5
ID1246_55;T3-C-2
ID1246_53;V1-C-1
ID1246_62;T3-C-2
ID1246_51;T3-C-2
ID1246_64;V1-C-5
ID0337_62;T4-C-9
ID0337_53;T4-C-5
ID0337_64;T4-C-5
ID0337_66;T4-C-9
ID0337_55;T4-C-5
ID0337_51;T4-C-9
ID0174_53;T1-C-2
ID0174_62;T1-C-2
ID0174_51;T1-C-2
ID0174_42;T1-C-2
ID0174_64;T1-C-2
ID0174_66;T1-C-2
ID0174_55;T7-C-3
ID0174_46;T1-C-2
ID1391_33;T1-C-6
ID1391_22;T1-C-2
ID1391_13;T1-C-3
ID1391_24;T1-C-4
ID0174_44;T1-C-1
ID0174_35;T7-C-3
ID1391_66;T1-C-2
ID1391_64;T1-C-2
ID1391_62;T1-C-4
ID1391_51;T1-C-6
ID1391_42;T1-C-4
ID1391_31;T1-C-4
ID1391_11;T7-C-3
ID1391_15;T1-C-4
ID1391_26;T1-C-4
ID1391_35;T1-C-4
ID1391_46;T1-C-4
ID1391_55;T1-C-4
ID1391_44;T1-C-4
ID1391_53;T7-C-6
ID1233_26;T4-C-5
ID1233_35;T4-C-5
ID1233_46;T4-C-5
ID1233_53;T4-C-5
ID1233_44;T4-C-5
ID1233_55;T4-C-5
ID1233_66;T3-C-2
ID1233_64;T3-C-2
ID1233_62;V1-C-5
ID0337_13;NA
ID0050_11;T4-C-1
ID0050_22;T4-C-1
ID0050_13;T4-C-1
ID0050_24;T4-C-1
ID0050_15;T4-C-1
ID0050_26;T4-C-1
ID0050_35;T4-C-18
ID0050_46;T4-C-2
ID0050_55;T4-C-1
ID0050_66;T4-C-1
ID0050_44;T4-C-4
ID0050_33;T4-C-1
ID0050_31;T4-C-18
ID0050_42;T4-C-3
ID0050_51;T4-C-1
ID0050_53;T4-C-1
ID0050_64;T4-C-3
ID0050_62;T4-C-3
ID1521_31;T7-C-4
ID1521_51;T3-C-5
ID1521_62;T3-C-8
ID1521_64;T7-C-6
ID1521_55;T7-C-6
ID1521_66;T3-C-5
ID1521_46;T3-C-6
ID1521_26;T3-C-8
ID0174_31;T1-C-5
ID0174_26;T1-C-5
ID0174_22;T1-C-5
ID0174_24;T1-C-5
ID0174_13;T1-C-5
ID0174_11;T1-C-5
ID0174_15;T7-C-3
ID1278_42;T3-C-2
ID1278_31;T7-C-1
ID1278_22;T7-C-4
ID1278_24;T7-C-2
ID1278_26;T7-C-2
ID1278_15;T3-C-2
ID1278_13;T7-C-2
ID1278_11;T7-C-2
ID1544_11;T4-C-6
ID1544_24;T31-C-2
ID1544_46;T4-C-5
ID1544_33;T35-C-2
ID1544_31;T35-C-2
ID1544_13;T31-C-2
ID1544_26;T4-C-9
ID1544_44;T31-C-2
ID1544_51;T31-C-2
ID1544_62;T4-C-5
ID1544_64;T35-C-2
ID1544_66;T35-C-2
ID1544_55;T31-C-2
ID1544_53;T4-C-5
ID1544_42;T35-C-2
ID1233_24;T4-C-1
ID1233_51;T1-C-5
ID1233_11;V1-C-5
ID1233_22;T4-C-9
ID1233_15;V1-C-5
ID1233_33;T4-C-5
ID1233_42;T4-C-5
ID1233_31;V1-C-1
ID1233_13;T4-C-9
ID0823_64;T1-C-4
ID0823_62;T7-C-11
ID0823_51;T27-C-2
ID0823_31;T1-C-6
ID0823_11;T1-C-6
ID0823_22;T27-C-2
ID0823_33;T27-C-2
ID0823_24;T7-C-4
ID1278_33;T7-C-1
ID0823_15;T1-C-2
ID0823_26;T7-C-1
ID0823_46;T1-C-2
ID0823_66;T7-C-3
ID0823_55;T3-C-2
ID0823_35;T1-C-4
ID0823_44;T27-C-2
ID0823_53;NA
ID0823_42;NA
ID1278_51;T22-C-1
ID1278_62;T3-C-2
ID1278_53;T7-C-2
ID1278_64;T7-C-3
ID1278_55;T7-C-2
ID1278_66;T7-C-3
ID1278_46;T3-C-8
ID1278_35;T3-C-5
ID1278_44;T7-C-1
ID1544_15;T31-C-2
ID1544_22;T31-C-2
ID1544_35;T31-C-2
ID1521_11;T3-C-5
ID1521_22;T27-C-1
ID1521_13;T3-C-8
ID1521_24;T7-C-6
ID1521_15;T27-C-1
ID1521_35;T27-C-3
ID1521_44;T3-C-9
ID1521_53;T7-C-3
ID1521_33;T14-C-2
ID1521_42;T7-C-6
ID0823_13;NA
ID0837_33;NA
ID0837_42;NA
ID0837_44;NA
ID0837_55;NA
ID1259_22;NA
ID1259_11;T31-C-2
ID1259_13;T31-C-2
ID1259_24;V1-C-5
ID1259_15;T2-C-1
ID1259_26;T2-C-1
ID1259_35;V1-C-5
ID1243_11;T1-C-2
ID1243_31;NA
ID1243_62;T1-C-2
ID1243_53;T3-C-2
ID1243_64;NA
ID1243_55;T3-C-1
ID1243_46;T7-C-2
ID1243_35;T7-C-4
ID1243_26;V1-C-1
ID1243_24;T3-C-1
ID1243_22;V1-C-1
ID0815_13;T4-C-5
ID1243_42;T3-C-2
ID1243_15;T1-C-1
ID1243_13;NA
ID0815_24;T4-C-5
ID1243_51;T3-C-2
ID1243_66;L16-C-3
ID1243_44;T3-C-2
ID1243_33;T7-C-4
ID0837_53;T27-C-1
ID0837_51;T27-C-1
ID0837_62;T27-C-1
ID0837_64;T3-C-2
ID0837_66;T27-C-1
ID0837_46;T3-C-2
ID0837_35;T27-C-1
ID0837_26;T27-C-1
ID0837_15;T27-C-1
ID0837_24;T27-C-1
ID0837_13;T22-C-1
ID0837_11;T3-C-2
ID0837_22;T3-C-2
ID0837_31;NA
ID0830_22;T27-C-1
ID0830_24;T27-C-1
ID0830_13;T27-C-1
ID1322_31;V3-C-2
ID0224_13;V1-C-2
ID1506_15;T3-C-2
ID0224_22;F8-C-1
ID1506_26;T3-C-6
ID1322_51;T2-C-1
ID1322_42;V1-C-5
ID0815_11;T4-C-5
ID0815_31;T4-C-5
ID0224_33;T4-C-1
ID1506_11;T1-C-9
ID0815_51;T4-C-5
ID0224_44;V1-C-2
ID0224_35;T4-C-1
ID0815_42;T4-C-5
ID1506_13;T4-C-2
ID0815_22;T4-C-5
ID1506_24;T4-C-1
ID1322_64;V1-C-6
ID0224_26;V1-C-6
ID0224_15;T4-C-1
ID0224_11;T1-C-1
ID0224_24;V1-C-6
ID0815_33;T4-C-5
ID1506_35;T4-C-18
ID0815_53;T4-C-5
ID1322_33;T12-C-2
ID1506_46;T4-C-17
ID0815_62;T4-C-5
ID1322_35;T12-C-1
ID1506_55;V1-C-5
ID0815_64;T4-C-5
ID1322_46;V1-C-5
ID1506_66;T4-C-5
ID0815_55;T4-C-5
ID1259_33;NA
ID1259_31;NA
ID1259_42;NA
ID0815_66;V1-C-5
ID0815_15;T4-C-5
ID0815_26;T4-C-5
ID0815_46;T4-C-5
ID0815_35;T4-C-5
ID0815_44;T4-C-5
ID0830_11;T27-C-1
ID0830_31;T27-C-1
ID0830_33;T27-C-1
ID0830_15;T27-C-1
ID0830_26;T27-C-1
ID0830_35;T27-C-1
ID0830_46;T27-C-1
ID0830_55;T27-C-1
ID0830_66;T27-C-1
ID0830_44;T27-C-1
ID0830_42;T27-C-1
ID0830_53;T27-C-1
ID0830_64;T27-C-1
ID0830_51;T27-C-1
ID0830_62;T27-C-1
ID0926_64;T4-C-5
ID0926_33;V1-C-5
ID0926_66;T3-C-2
ID0926_55;T1-C-2
ID0926_46;T1-C-2
ID0926_26;V1-C-5
ID0926_15;T3-C-2
ID0926_13;V1-C-5
ID0926_24;V1-C-5
ID0926_35;T4-C-2
ID0926_44;T3-C-2
ID0926_22;T3-C-2
ID0926_11;V1-C-5
ID0926_53;T3-C-2
ID0926_42;T3-C-2
ID0926_31;V1-C-5
ID0926_51;V1-C-5
ID0926_62;T4-C-1
ID1286_31;T3-C-2
ID1286_11;T27-C-1
ID1506_53;V3-C-2
ID0224_64;T4-C-1
ID0224_53;V1-C-6
ID1506_44;V3-C-2
ID0224_66;V1-C-2
ID0224_62;T4-C-5
ID0224_51;T4-C-5
ID0224_31;V1-C-2
ID1506_33;V3-C-2
ID1506_22;T1-C-1
ID0224_42;T4-C-2
ID1506_31;V1-C-6
ID1506_42;T4-C-9
ID1506_51;T4-C-5
ID1548_26;T43-C-1
ID1506_62;T2-C-1
ID1548_35;T45-C-2
ID1548_55;NA
ID1506_64;T4-C-5
ID1548_64;NA
ID1548_62;T2-C-3
ID1548_51;T32-C-9
ID1548_15;T32-C-6
ID0224_46;T4-C-1
ID0224_55;V1-C-6
ID1548_24;T32-C-4
ID1548_44;T32-C-6
ID1421_51;T4-C-5
ID1421_62;T4-C-5
ID1421_53;T4-C-5
ID1421_64;V1-C-5
ID1421_55;T4-C-5
ID1421_66;T4-C-5
ID1421_46;T4-C-5
ID1421_44;T4-C-5
ID1421_33;T4-C-5
ID1421_26;T4-C-5
ID1421_42;T4-C-5
ID1421_15;T4-C-5
ID1421_24;T4-C-5
ID1421_13;V1-C-6
ID1421_35;T4-C-5
ID1421_31;T4-C-5
ID1421_22;T4-C-5
ID1421_11;T4-C-5
ID0146_13;T32-C-2
ID1286_51;T3-C-2
ID1286_62;T3-C-2
ID1286_64;T3-C-2
ID1286_66;T3-C-2
ID1286_55;T27-C-1
ID1286_53;T3-C-2
ID1286_42;T3-C-2
ID1286_13;T27-C-1
ID1286_15;T3-C-1
ID1286_24;T27-C-1
ID1286_35;NA
ID1286_26;NA
ID1286_46;NA
ID1286_44;T27-C-1
ID1286_33;T3-C-7
ID1286_22;NA
ID1536_13;T3-C-8
ID1536_66;T3-C-7
ID1536_64;T3-C-10
ID1536_62;T4-C-18
ID1536_51;T3-C-7
ID1536_24;T3-C-8
ID1548_13;T32-C-4
ID1548_11;T2-C-3
ID1548_22;T32-C-9
ID1548_33;T32-C-10
ID0146_35;T1-C-1
ID1548_42;T32-C-10
ID0403_35;T3-C-3
ID0801_15;T4-C-5
ID1548_53;T32-C-6
ID0801_26;T4-C-5
ID0801_24;T4-C-5
ID0403_26;V1-C-5
ID0403_15;T3-C-1
ID0403_13;V1-C-5
ID1097_15;V1-C-1
ID1097_24;V1-C-1
ID1097_13;V1-C-5
ID1097_22;T4-C-5
ID0403_24;NA
ID1097_33;V1-C-5
ID1097_42;T4-C-5
ID1097_53;T4-C-5
ID0403_22;V1-C-3
ID1097_44;V1-C-5
ID0146_11;T4-C-1
ID0146_31;T4-C-1
ID0403_11;T3-C-2
ID0146_22;T32-C-3
ID0146_15;T4-C-2
ID0146_55;T4-C-1
ID0146_64;T4-C-1
ID0146_53;V1-C-6
ID0146_33;T4-C-1
ID1097_35;V1-C-1
ID0146_24;T4-C-1
ID0146_26;F8-C-1
ID0146_46;T4-C-1
ID0146_44;T4-C-5
ID0146_66;T4-C-5
ID0146_62;T4-C-1
ID0146_42;V1-C-6
ID0146_51;T4-C-1
ID0403_31;V1-C-5
ID1097_26;V1-C-1
ID1097_46;V1-C-5
ID0403_33;T3-C-2
ID1097_55;V1-C-1
ID1097_64;V1-C-5
ID1097_62;V1-C-5
ID1097_51;T4-C-5
ID1097_31;T4-C-5
ID1097_11;V1-C-5
ID1536_55;T3-C-14
ID1536_35;T3-C-8
ID1536_44;T14-C-2
ID1536_33;T3-C-11
ID1536_11;T3-C-10
ID1536_31;T3-C-7
ID1536_42;T3-C-8
ID1536_53;T3-C-8
ID1536_46;T3-C-14
ID1536_26;T3-C-4
ID1536_15;T4-C-2
ID1536_22;T3-C-8
ID1097_66;V1-C-1
ID0403_44;T3-C-3
ID0403_53;V1-C-7
ID0403_42;V3-C-2
ID0403_51;V1-C-5
ID0403_62;T3-C-2
ID0403_64;V1-C-2
ID0403_55;V1-C-2
ID0403_66;T4-C-1
ID0403_46;T4-C-1
ID0801_51;T3-C-13
ID0801_62;T3-C-14
ID0801_53;T3-C-1
ID0801_64;T4-C-9
ID0801_55;T4-C-9
ID0801_66;T32-C-9
ID0801_46;T3-C-2
ID0801_35;T4-C-9
ID0801_44;T4-C-9
ID0801_33;T4-C-5
ID0801_42;T1-C-2
ID0801_31;T4-C-9
ID0801_22;T1-C-2
ID0801_13;T4-C-5
ID0801_11;V1-C-6
ID1472_11;T4-C-9
ID1472_22;T4-C-6
ID1472_13;T4-C-2
ID1472_24;T4-C-5
ID1472_15;T4-C-5
ID1472_26;T4-C-5
ID1472_35;T4-C-5
ID1472_46;T4-C-1
ID1472_55;T4-C-2
ID1472_66;T4-C-5
ID1472_64;V1-C-7
ID1472_62;T4-C-2
ID1472_53;V1-C-5
ID1472_44;T4-C-5
ID1472_33;V1-C-5
ID1472_42;V1-C-5
ID1472_51;V3-C-2
ID1472_31;T4-C-5
ID1425_15;NA
ID1425_64;T4-C-3
ID1425_53;T4-C-3
ID1425_62;T4-C-18
ID1425_51;T4-C-3
ID1425_42;T4-C-3
ID1425_31;T4-C-1
ID1425_11;T4-C-1
ID1425_22;T4-C-18
ID1425_33;T4-C-1
ID0228_31;T3-C-5
ID0228_42;T3-C-14
ID0228_51;T1-C-2
ID0228_46;T1-C-2
ID0228_26;T3-C-11
ID0228_15;T3-C-5
ID0228_13;T3-C-11
ID0228_11;T1-C-1
ID0228_22;T3-C-14
ID0228_62;T3-C-7
ID0228_53;T1-C-2
ID0228_64;T1-C-2
ID0228_55;T1-C-2
ID0228_66;T3-C-2
ID0228_35;T3-C-8
ID0228_44;T1-C-2
ID0228_33;T1-C-1
ID0228_24;T3-C-2
ID1382_22;T4-C-1
ID1382_11;T4-C-1
ID1382_24;V1-C-7
ID0379_26;T27-C-2
ID0379_15;T27-C-5
ID0379_13;T7-C-5
ID0379_24;T1-C-4
ID0379_35;T7-C-3
ID0379_46;NA
ID0379_55;T3-C-8
ID0379_66;V6-C-3
ID0379_64;T1-C-4
ID0379_62;T7-C-3
ID0379_51;T7-C-2
ID0379_31;T27-C-1
ID0379_11;V6-C-5
ID0379_22;T1-C-4
ID0379_33;T22-C-1
ID0379_42;NA
ID0379_53;T7-C-2
ID0379_44;T7-C-4
ID0233_51;T26-C-1
ID0233_62;T26-C-1
ID0233_64;T26-C-3
ID0233_66;T7-C-5
ID0233_55;T7-C-7
ID0233_53;T26-C-4
ID0233_42;T7-C-4
ID0233_44;T1-C-2
ID0233_46;T7-C-7
ID0233_35;T26-C-3
ID0233_33;T7-C-4
ID0233_31;T7-C-4
ID0233_22;T7-C-4
ID0233_24;T3-C-6
ID0233_26;T7-C-7
ID0233_15;T7-C-7
ID0233_13;T3-C-6
ID0233_11;T1-C-2
ID0649_64;T32-C-1
ID1542_26;V9-C-3
ID1542_15;T4-C-1
ID1542_24;V1-C-6
ID1542_13;T4-C-1
ID1542_11;T4-C-1
ID1542_22;V1-C-6
ID1542_33;V1-C-3
ID1542_31;V1-C-1
ID1542_42;V1-C-6
ID1542_51;V1-C-4
ID1063_11;T3-C-5
ID1063_31;V1-C-6
ID1063_22;T22-C-2
ID1063_15;T3-C-2
ID1063_13;T3-C-4
ID0662_62;NA
ID0662_51;NA
ID0662_31;NA
ID0662_11;T3-C-2
ID0662_22;T3-C-2
ID0662_42;T3-C-5
ID0662_53;T3-C-2
ID0662_44;T3-C-8
ID0662_33;T19-C-1
ID0662_55;T3-C-2
ID0804_51;NA
ID0804_62;T4-C-6
ID0804_64;T4-C-5
ID0804_53;T4-C-19
ID0804_55;T4-C-9
ID0804_66;V1-C-1
ID0804_42;T4-C-1
ID1245_46;T3-C-2
ID1245_55;T7-C-2
ID1245_66;NA
ID1245_64;V1-C-1
ID1245_53;T7-C-1
ID1245_62;V1-C-6
ID1245_51;T3-C-5
ID1245_42;T3-C-2
ID1245_31;T3-C-4
ID1245_22;T3-C-7
ID1245_11;T7-C-3
ID1245_13;T7-C-3
ID1245_33;T3-C-2
ID1245_44;T3-C-2
ID1245_35;T3-C-2
ID1245_24;V1-C-5
ID1245_15;T3-C-2
ID1245_26;T7-C-2
ID0944_62;NA
ID0944_64;T1-C-6
ID0944_66;T4-C-17
ID0944_44;V1-C-1
ID0944_42;V1-C-6
ID0944_55;T3-C-2
ID0944_53;T31-C-2
ID0944_51;V1-C-5
ID0944_31;T3-C-2
ID0944_22;T3-C-3
ID0944_11;T31-C-2
ID0944_13;T3-C-5
ID0944_24;T3-C-2
ID0944_33;T3-C-2
ID0944_35;V1-C-5
ID0944_15;T3-C-2
ID0944_26;T31-C-2
ID0944_46;T4-C-1
ID1546_55;T32-C-20
ID1546_66;T4-C-18
ID1546_64;T4-C-3
ID0662_64;T19-C-1
ID0662_66;T3-C-2
ID0662_46;T3-C-5
ID0662_35;T3-C-7
ID0662_26;V1-C-7
ID0662_15;V1-C-6
ID0662_13;T19-C-1
ID0662_24;V1-C-5
ID0672_13;T4-C-1
ID0672_22;T1-C-1
ID0672_31;T4-C-2
